A_YEAR: Year of survey,B_COUNTRY: ISO 3166-1 numeric country code,N_REGION_ISO: Region ISO 3166-2,H_URBRURAL: Urban-Rural,S_INTLANGUAGE: Language in which interview was conducted,Q260: Sex,Q262: Age,X003R: Age recoded (6 intervals),Q272: Language at home,Q273: Marital status,Q275R: Highest educational level: Respondent (recoded into 3 groups),Q279: Employment status,Q287: Social class (subjective),Q289: Religious denominations - major groups,Counts
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,31,25-34,Marathi,Married,Higher,Self employed,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,31,25-34,Marathi,Married,Lower,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,31,25-34,Marathi,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,32,25-34,Marathi,Married,Lower,Unemployed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,34,25-34,Marathi,Living together as married,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,34,25-34,Marathi,Married,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,34,25-34,Marathi,Married,Lower,Unemployed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,34,25-34,Other,Living together as married,Middle,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,35,35-44,Marathi,Living together as married,Lower,Homemaker not otherwise employed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,35,35-44,Marathi,Living together as married,Lower,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,35,35-44,Marathi,Married,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,35,35-44,Other,Married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,36,35-44,Marathi,Married,Higher,Self employed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,36,35-44,Marathi,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,39,35-44,Marathi,Living together as married,Lower,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,39,35-44,Marathi,Married,Lower,Self employed,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,40,35-44,Marathi,Living together as married,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,42,35-44,Marathi,Living together as married,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,42,35-44,Marathi,Living together as married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,42,35-44,Marathi,Married,Lower,Homemaker not otherwise employed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,43,35-44,Marathi,Married,Higher,Part time (less than 30 hours a week),Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,44,35-44,Marathi,Living together as married,Middle,Part time (less than 30 hours a week),Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,44,35-44,Marathi,Married,Lower,Unemployed,Working class,Buddhist,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,45,45-54,Marathi,Married,Higher,Other,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,45,45-54,Marathi,Married,Middle,Part time (less than 30 hours a week),Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,45,45-54,Other,Married,Middle,Homemaker not otherwise employed,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,46,45-54,Marathi,Married,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,46,45-54,Marathi,Married,Lower,Self employed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,46,45-54,Marathi,Married,Middle,Self employed,Upper class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,46,45-54,Marathi,Married,Middle,Unemployed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,48,45-54,Marathi,Living together as married,Lower,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,50,45-54,Bengali; Bangla,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,50,45-54,Marathi,Married,Lower,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,52,45-54,Marathi,Living together as married,Middle,Self employed,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,52,45-54,Marathi,Married,Lower,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,59,55-64,Other,Married,Lower,Unemployed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,63,55-64,Marathi,Married,Middle,Part time (less than 30 hours a week),Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,66,65 and more years,Marathi,Married,Lower,Other,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,70,65 and more years,Marathi,Living together as married,Lower,Homemaker not otherwise employed,Lower middle class,Other,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,70,65 and more years,Marathi,Widowed,Lower,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,71,65 and more years,Marathi,Widowed,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,72,65 and more years,Marathi,Widowed,Lower,Homemaker not otherwise employed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Female,75,65 and more years,Marathi,Married,Lower,Unemployed,Upper middle class,Don't know,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,16,16-24,Hindi,Single,Middle,Full time (30 hours a week or more),Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,16,16-24,Hindi,Single,Middle,Unemployed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,16,16-24,Marathi,Single,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,16,16-24,Marathi,Single,Middle,Student,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,16,16-24,Marathi,Single,Middle,Student,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,16,16-24,Marathi,Single,Middle,Unemployed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,16,16-24,Marathi,Single,Middle,Unemployed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,16,16-24,Marathi,Single,Middle,Unemployed,Working class,Hindu,3
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,16,16-24,Other,Single,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,17,16-24,Marathi,Single,Higher,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,17,16-24,Marathi,Single,Lower,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,17,16-24,Marathi,Single,Middle,Part time (less than 30 hours a week),Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,17,16-24,Marathi,Single,Middle,Student,Upper middle class,Hindu,2
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,17,16-24,Marathi,Single,Middle,Unemployed,Don't know,Buddhist,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,17,16-24,Other,Single,Middle,Unemployed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,18,16-24,Marathi,Single,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,18,16-24,Marathi,Single,Middle,Part time (less than 30 hours a week),Lower middle class,Hindu,2
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,18,16-24,Marathi,Single,Middle,Unemployed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,19,16-24,Marathi,Single,Higher,Unemployed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,20,16-24,Marathi,Single,Higher,Unemployed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,20,16-24,Marathi,Single,Higher,Unemployed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,20,16-24,Marathi,Single,Middle,Unemployed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,21,16-24,Marathi,Married,Lower,Full time (30 hours a week or more),Upper class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,22,16-24,Marathi,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,22,16-24,Marathi,Single,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,23,16-24,Marathi,Single,Higher,Self employed,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,23,16-24,Marathi,Single,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,23,16-24,Marathi,Single,Middle,Unemployed,Don't know,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,25,25-34,Marathi,Single,Higher,Student,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,30,25-34,Marathi,Married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,30,25-34,Other,Married,Higher,Part time (less than 30 hours a week),Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,31,25-34,Marathi,Married,Higher,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,32,25-34,Marathi,Single,Lower,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,33,25-34,Marathi,Married,Lower,Self employed,Lower class,Buddhist,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,34,25-34,Marathi,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,35,35-44,Marathi,Living together as married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,35,35-44,Marathi,Married,Lower,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,35,35-44,Marathi,Married,Middle,Full time (30 hours a week or more),Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,38,35-44,Other,Living together as married,Higher,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,39,35-44,Marathi,Married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,39,35-44,Marathi,Married,Middle,Part time (less than 30 hours a week),Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,39,35-44,Marathi,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,39,35-44,Marathi,Single,Lower,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,40,35-44,Marathi,Married,Middle,Retired/pensioned,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,40,35-44,Marathi,Married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,43,35-44,Marathi,Living together as married,Middle,Part time (less than 30 hours a week),Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,44,35-44,Marathi,Widowed,Lower,Full time (30 hours a week or more),Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,45,45-54,Marathi,Living together as married,Lower,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,45,45-54,Marathi,Married,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,46,45-54,Marathi,Married,Middle,Part time (less than 30 hours a week),Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,46,45-54,Marathi,Widowed,Lower,Unemployed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,47,45-54,Marathi,Married,Lower,Unemployed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,48,45-54,Marathi,Married,Higher,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,50,45-54,Marathi,Married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,51,45-54,Marathi,Living together as married,Higher,Full time (30 hours a week or more),Lower middle class,Don't know,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,51,45-54,Marathi,Married,Higher,Self employed,Working class,Buddhist,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,51,45-54,Marathi,Married,Middle,Unemployed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,52,45-54,Marathi,Living together as married,Middle,Self employed,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,53,45-54,Other,Married,Middle,Self employed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,54,45-54,Other,Married,Lower,Other,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,55,55-64,Marathi,Living together as married,Lower,Self employed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,55,55-64,Marathi,Married,Middle,Other,Working class,Hindu,2
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,56,55-64,Marathi,Married,Lower,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,56,55-64,Other,Living together as married,Lower,Self employed,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,56,55-64,Other,Living together as married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,60,55-64,Marathi,Married,Lower,Unemployed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,61,55-64,Marathi,Married,Lower,Self employed,Working class,Buddhist,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,62,55-64,Marathi,Married,Higher,Full time (30 hours a week or more),Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,62,55-64,Marathi,Married,Middle,Homemaker not otherwise employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,63,55-64,Marathi,Married,Lower,Unemployed,Working class,Buddhist,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,65,65 and more years,Marathi,Married,Lower,Self employed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,66,65 and more years,Marathi,Married,Lower,Self employed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,67,65 and more years,Marathi,Married,Lower,Unemployed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,68,65 and more years,Other,Married,Lower,Self employed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,70,65 and more years,Marathi,Widowed,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,71,65 and more years,Marathi,Married,Lower,Self employed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,72,65 and more years,Marathi,Married,Middle,Self employed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,75,65 and more years,Marathi,Married,Lower,Other,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Rural,Hindi,Male,84,65 and more years,Marathi,Widowed,Lower,Unemployed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,16,16-24,Marathi,Single,Middle,Unemployed,Lower class,Don't know,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,17,16-24,Marathi,Single,Middle,Self employed,Upper middle class,Hindu,2
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,17,16-24,Marathi,Single,Middle,Student,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,19,16-24,Marathi,Married,Middle,Unemployed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,22,16-24,Marathi,Single,Higher,Unemployed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,23,16-24,Marathi,Married,Middle,Homemaker not otherwise employed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,30,25-34,Marathi,Married,Higher,Student,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,34,25-34,Marathi,Married,Lower,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,35,35-44,Marathi,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,36,35-44,Marathi,Married,Lower,Self employed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,36,35-44,Marathi,Married,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,47,45-54,Marathi,Married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,47,45-54,Other,Married,Lower,Unemployed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,50,45-54,Marathi,Married,Lower,Homemaker not otherwise employed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,50,45-54,Marathi,Widowed,Lower,Self employed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,53,45-54,Marathi,Married,Lower,Unemployed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,54,45-54,Marathi,Married,Lower,Part time (less than 30 hours a week),Working class,Buddhist,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,55,55-64,Marathi,Married,Middle,Homemaker not otherwise employed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,69,65 and more years,Marathi,Widowed,Lower,Unemployed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Female,70,65 and more years,Marathi,Married,Middle,Unemployed,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,17,16-24,Marathi,Single,Don't know,Unemployed,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,17,16-24,Marathi,Single,Middle,Unemployed,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,17,16-24,Marathi,Single,Middle,Unemployed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,22,16-24,Marathi,Married,Middle,Self employed,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,23,16-24,Marathi,Single,Higher,Unemployed,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,25,25-34,Marathi,Married,Higher,Self employed,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,25,25-34,Marathi,Married,Middle,Other,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,30,25-34,Marathi,Single,Higher,Student,Lower class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,33,25-34,Bengali; Bangla,Married,Higher,Other,Don't know,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,33,25-34,Marathi,Married,Middle,Other,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,37,35-44,Marathi,Married,Higher,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,42,35-44,Bengali; Bangla,Married,Middle,Other,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,43,35-44,Marathi,Married,Higher,Self employed,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,43,35-44,Marathi,Married,Middle,Self employed,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,43,35-44,"Punjabi, Panjabi",Married,Middle,Other,Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,44,35-44,Marathi,Married,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,45,45-54,Marathi,Married,Higher,Self employed,Upper middle class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,48,45-54,Marathi,Married,Middle,Self employed,Working class,Hindu,1
2023,India,IN-MH Maharashtra,Urban,Hindi,Male,50,45-54,Marathi,Married,Middle,Full time (30 hours a week or more),Lower middle class,Hindu,1
